order_id,amount,profit,quantity,category,sub_category,paymentmode,order_date,customername,state,city,first_name,last_name
B-26571,9548,1806,9,Electronics,Printers,COD,2022-10-20,Kimberly Smith,Illinois,Springfield,Kimberly,Smith
B-25400,7759,3741,17,Electronics,Printers,UPI,2021-03-24,Maria Thomas,Florida,Miami,Maria,Thomas
B-25400,7759,3741,17,Electronics,Printers,UPI,2025-01-06,Nicholas Johnson,Texas,Dallas,Nicholas,Johnson
B-25400,7521,3457,16,Office Supplies,Markers,Debit Card,2021-03-24,Maria Thomas,Florida,Miami,Maria,Thomas
B-25400,7521,3457,16,Office Supplies,Markers,Debit Card,2025-01-06,Nicholas Johnson,Texas,Dallas,Nicholas,Johnson
B-25885,9704,4339,12,Office Supplies,Pens,COD,2021-03-06,Dawn Howard,Texas,Houston,Dawn,Howard
B-25885,4948,2356,18,Electronics,Printers,Debit Card,2021-03-06,Dawn Howard,Texas,Houston,Dawn,Howard
B-25885,6435,334,10,Electronics,Electronic Games,Debit Card,2021-03-06,Dawn Howard,Texas,Houston,Dawn,Howard
B-25004,9965,3033,16,Office Supplies,Markers,COD,2020-06-17,Jennifer Marshall,California,San Francisco,Jennifer,Marshall
B-25004,9965,3033,16,Office Supplies,Markers,COD,2023-09-01,Frank Garcia,New York,Buffalo,Frank,Garcia
B-26213,1523,234,3,Furniture,Sofas,UPI,2023-06-08,Terri Madden,New York,Rochester,Terri,Madden
B-26213,9073,424,7,Electronics,Electronic Games,Debit Card,2023-06-08,Terri Madden,New York,Rochester,Terri,Madden
B-25025,6447,3079,20,Electronics,Laptops,COD,2021-03-25,James Gutierrez,New York,Rochester,James,Gutierrez
B-25025,8947,2807,6,Electronics,Electronic Games,Credit Card,2021-03-25,James Gutierrez,New York,Rochester,James,Gutierrez
B-26804,914,400,8,Office Supplies,Pens,Debit Card,2021-01-03,Morgan Sellers,California,Los Angeles,Morgan,Sellers
B-26804,1548,666,3,Office Supplies,Paper,Credit Card,2021-01-03,Morgan Sellers,California,Los Angeles,Morgan,Sellers
B-26797,2759,1149,6,Furniture,Tables,Credit Card,2024-12-27,Caitlin Thomas,New York,New York City,Caitlin,Thomas
B-26556,1341,615,4,Electronics,Laptops,UPI,2022-08-12,Kimberly Greene,Florida,Orlando,Kimberly,Greene
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,2022-03-28,Tammy Anthony,Ohio,Cleveland,Tammy,Anthony
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,2023-07-15,Jennifer Chase,New York,Buffalo,Jennifer,Chase
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,2022-09-22,Cassandra Farley,Florida,Orlando,Cassandra,Farley
B-25861,9989,3930,14,Furniture,Tables,Debit Card,2022-03-28,Tammy Anthony,Ohio,Cleveland,Tammy,Anthony
B-25861,9989,3930,14,Furniture,Tables,Debit Card,2023-07-15,Jennifer Chase,New York,Buffalo,Jennifer,Chase
B-25861,9989,3930,14,Furniture,Tables,Debit Card,2022-09-22,Cassandra Farley,Florida,Orlando,Cassandra,Farley
B-25112,7421,958,10,Furniture,Tables,COD,2022-12-20,Justin Vasquez,Texas,Houston,Justin,Vasquez
B-25112,7421,958,10,Furniture,Tables,COD,2022-01-16,Melissa Morales,Texas,Houston,Melissa,Morales
B-25112,7421,958,10,Furniture,Tables,COD,2023-01-29,Tyler Thompson,Texas,Dallas,Tyler,Thompson
B-25223,3099,479,1,Office Supplies,Paper,COD,2022-01-15,Heidi Davis,New York,Buffalo,Heidi,Davis
B-25223,2521,906,7,Electronics,Phones,COD,2022-01-15,Heidi Davis,New York,Buffalo,Heidi,Davis
B-25714,6962,3429,12,Electronics,Electronic Games,UPI,2024-03-24,Charles Lane,Texas,Dallas,Charles,Lane
B-25714,6962,3429,12,Electronics,Electronic Games,UPI,2025-02-19,Joyce Good MD,Florida,Miami,Joyce,Good MD
B-26607,1085,301,20,Furniture,Bookcases,UPI,2024-07-13,Maria Miller,New York,Buffalo,Maria,Miller
B-25038,738,342,2,Furniture,Chairs,Debit Card,2023-04-28,Terry Mcdaniel,Ohio,Cincinnati,Terry,Mcdaniel
B-25038,738,342,2,Furniture,Chairs,Debit Card,2020-12-05,Lisa Jacobs,New York,Buffalo,Lisa,Jacobs
B-25038,738,342,2,Furniture,Chairs,Debit Card,2024-05-14,Jeff Duncan,Ohio,Cincinnati,Jeff,Duncan
B-25038,738,342,2,Furniture,Chairs,Debit Card,2022-01-18,Pamela Jones,New York,New York City,Pamela,Jones
B-26672,1366,242,17,Electronics,Electronic Games,EMI,2023-09-18,Renee Robinson,Ohio,Columbus,Renee,Robinson
B-26672,1518,155,13,Office Supplies,Markers,Credit Card,2023-09-18,Renee Robinson,Ohio,Columbus,Renee,Robinson
B-25747,2962,1470,1,Electronics,Phones,COD,2021-05-12,Jessica Kidd,New York,Buffalo,Jessica,Kidd
B-25747,2962,1470,1,Electronics,Phones,COD,2023-09-17,Nicholas Martin,Florida,Tampa,Nicholas,Martin
B-25747,7131,718,12,Electronics,Printers,UPI,2021-05-12,Jessica Kidd,New York,Buffalo,Jessica,Kidd
B-25747,7131,718,12,Electronics,Printers,UPI,2023-09-17,Nicholas Martin,Florida,Tampa,Nicholas,Martin
B-25747,4200,855,10,Office Supplies,Markers,EMI,2021-05-12,Jessica Kidd,New York,Buffalo,Jessica,Kidd
B-25747,4200,855,10,Office Supplies,Markers,EMI,2023-09-17,Nicholas Martin,Florida,Tampa,Nicholas,Martin
B-26322,5934,1563,2,Office Supplies,Markers,EMI,2024-09-06,David Brown,Illinois,Peoria,David,Brown
B-26613,2701,322,11,Electronics,Printers,UPI,2022-06-18,Amber Moore,New York,New York City,Amber,Moore
B-26613,7273,2702,18,Office Supplies,Paper,COD,2022-06-18,Amber Moore,New York,New York City,Amber,Moore
B-25413,2465,699,18,Office Supplies,Markers,Debit Card,2020-05-22,James Williams,California,San Francisco,James,Williams
B-26466,3479,1087,2,Office Supplies,Markers,EMI,2024-10-17,Karina Barr,Texas,Dallas,Karina,Barr
B-26466,5457,1765,7,Electronics,Printers,EMI,2024-10-17,Karina Barr,Texas,Dallas,Karina,Barr
B-26610,4957,1152,8,Office Supplies,Markers,Credit Card,2022-03-22,Meghan Rush,Ohio,Cleveland,Meghan,Rush
B-26209,4404,858,17,Office Supplies,Pens,Debit Card,2024-03-17,Bianca Brown,Ohio,Columbus,Bianca,Brown
B-26209,8776,2529,15,Furniture,Sofas,Credit Card,2024-03-17,Bianca Brown,Ohio,Columbus,Bianca,Brown
B-26622,9536,1437,9,Electronics,Phones,UPI,2020-04-02,Timothy Jensen,Florida,Orlando,Timothy,Jensen
B-26622,2225,589,7,Furniture,Sofas,Credit Card,2020-04-02,Timothy Jensen,Florida,Orlando,Timothy,Jensen
B-26601,9574,4045,19,Furniture,Bookcases,UPI,2024-03-13,Melinda Montoya,California,San Francisco,Melinda,Montoya
B-26601,4382,482,17,Electronics,Electronic Games,COD,2024-03-13,Melinda Montoya,California,San Francisco,Melinda,Montoya
B-25894,8200,257,19,Electronics,Laptops,COD,2023-03-21,Tammy Bell,Ohio,Cincinnati,Tammy,Bell
B-25894,9316,3003,13,Furniture,Sofas,Credit Card,2023-03-21,Tammy Bell,Ohio,Cincinnati,Tammy,Bell
B-25894,6379,3128,15,Electronics,Electronic Games,COD,2023-03-21,Tammy Bell,Ohio,Cincinnati,Tammy,Bell
B-26969,3348,568,5,Office Supplies,Markers,Credit Card,2024-03-02,Connie Richards,Ohio,Cleveland,Connie,Richards
B-26969,3348,568,5,Office Supplies,Markers,Credit Card,2021-04-30,Peter Ward,New York,Rochester,Peter,Ward
B-26969,8856,2020,9,Office Supplies,Pens,Debit Card,2024-03-02,Connie Richards,Ohio,Cleveland,Connie,Richards
B-26969,8856,2020,9,Office Supplies,Pens,Debit Card,2021-04-30,Peter Ward,New York,Rochester,Peter,Ward
B-26312,1760,619,16,Furniture,Sofas,Debit Card,2021-09-15,Jonathan Alvarez,Ohio,Columbus,Jonathan,Alvarez
B-26312,1760,619,16,Furniture,Sofas,Debit Card,2023-01-28,Becky Hodges,Texas,Houston,Becky,Hodges
B-26312,6351,986,15,Electronics,Printers,UPI,2021-09-15,Jonathan Alvarez,Ohio,Columbus,Jonathan,Alvarez
B-26312,6351,986,15,Electronics,Printers,UPI,2023-01-28,Becky Hodges,Texas,Houston,Becky,Hodges
B-26837,869,373,14,Office Supplies,Paper,Credit Card,2021-07-08,Larry Hill,New York,New York City,Larry,Hill
B-26837,869,373,14,Office Supplies,Paper,Credit Card,2020-04-08,Amber Moon,Ohio,Cleveland,Amber,Moon
B-26837,1486,114,7,Furniture,Bookcases,UPI,2021-07-08,Larry Hill,New York,New York City,Larry,Hill
B-26837,1486,114,7,Furniture,Bookcases,UPI,2020-04-08,Amber Moon,Ohio,Cleveland,Amber,Moon
B-26166,2999,145,13,Office Supplies,Binders,COD,2022-08-23,Cynthia Wilcox,Illinois,Chicago,Cynthia,Wilcox
B-26166,5142,1916,20,Office Supplies,Paper,EMI,2022-08-23,Cynthia Wilcox,Illinois,Chicago,Cynthia,Wilcox
B-25695,1239,575,17,Electronics,Laptops,UPI,2022-12-17,Rebecca Wright,New York,Rochester,Rebecca,Wright
B-25695,1239,575,17,Electronics,Laptops,UPI,2022-06-08,Sarah Flores,Illinois,Springfield,Sarah,Flores
B-25695,1262,515,16,Electronics,Electronic Games,EMI,2022-12-17,Rebecca Wright,New York,Rochester,Rebecca,Wright
B-25695,1262,515,16,Electronics,Electronic Games,EMI,2022-06-08,Sarah Flores,Illinois,Springfield,Sarah,Flores
B-26068,1033,254,5,Furniture,Bookcases,COD,2020-08-28,Carol Norman,New York,Rochester,Carol,Norman
B-26023,1518,159,19,Electronics,Printers,UPI,2020-09-26,Stephanie Gardner,California,San Diego,Stephanie,Gardner
B-26677,8581,2444,2,Office Supplies,Paper,Debit Card,2020-12-13,Philip Baker,Illinois,Peoria,Philip,Baker
B-26677,8581,2444,2,Office Supplies,Paper,Debit Card,2020-11-19,Randall Dennis,Florida,Orlando,Randall,Dennis
B-25701,1167,463,5,Office Supplies,Pens,UPI,2023-09-13,Suzanne Cross,Texas,Austin,Suzanne,Cross
B-25701,2841,803,20,Electronics,Laptops,Credit Card,2023-09-13,Suzanne Cross,Texas,Austin,Suzanne,Cross
B-25701,5680,2159,19,Furniture,Tables,UPI,2023-09-13,Suzanne Cross,Texas,Austin,Suzanne,Cross
B-26523,8204,2382,6,Office Supplies,Pens,UPI,2020-03-31,Jasmine Delgado,Illinois,Chicago,Jasmine,Delgado
B-26523,8204,2382,6,Office Supplies,Pens,UPI,2020-10-20,Kristen Harper,New York,Buffalo,Kristen,Harper
B-26523,2850,904,6,Electronics,Phones,EMI,2020-03-31,Jasmine Delgado,Illinois,Chicago,Jasmine,Delgado
B-26523,2850,904,6,Electronics,Phones,EMI,2020-10-20,Kristen Harper,New York,Buffalo,Kristen,Harper
B-25880,907,391,9,Office Supplies,Pens,Credit Card,2023-08-04,Kaitlyn Graham MD,New York,New York City,Kaitlyn,Graham MD
B-26898,2174,265,19,Office Supplies,Pens,Credit Card,2022-04-11,Dean Avila,Ohio,Cincinnati,Dean,Avila
B-26898,8541,2029,12,Electronics,Electronic Games,Credit Card,2022-04-11,Dean Avila,Ohio,Cincinnati,Dean,Avila
B-26898,1931,551,3,Furniture,Bookcases,EMI,2022-04-11,Dean Avila,Ohio,Cincinnati,Dean,Avila
B-26035,1281,340,3,Electronics,Electronic Games,Debit Card,2021-12-31,Megan Mack,Texas,Austin,Megan,Mack
B-26035,2404,253,15,Electronics,Laptops,COD,2021-12-31,Megan Mack,Texas,Austin,Megan,Mack
B-25573,2119,196,1,Furniture,Sofas,COD,2020-08-16,Heather Johnson,California,Los Angeles,Heather,Johnson
B-25463,3137,571,9,Office Supplies,Pens,Debit Card,2025-02-02,Tina Davies,Illinois,Chicago,Tina,Davies
B-26277,2323,727,7,Furniture,Tables,COD,2022-02-24,Matthew Harris,Texas,Dallas,Matthew,Harris
B-26277,1368,406,9,Furniture,Bookcases,UPI,2022-02-24,Matthew Harris,Texas,Dallas,Matthew,Harris
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,2024-02-25,Christopher Kirk,Florida,Miami,Christopher,Kirk
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,2021-06-15,Eric Stevens,Florida,Miami,Eric,Stevens
B-26508,9894,3698,20,Office Supplies,Paper,EMI,2024-02-25,Christopher Kirk,Florida,Miami,Christopher,Kirk
B-26508,9894,3698,20,Office Supplies,Paper,EMI,2021-06-15,Eric Stevens,Florida,Miami,Eric,Stevens
B-26723,5322,1423,18,Furniture,Sofas,COD,2022-12-08,James Dickerson,Texas,Houston,James,Dickerson
B-26723,5322,1423,18,Furniture,Sofas,COD,2023-12-09,James Jones,Texas,Dallas,James,Jones
B-25526,2666,559,14,Furniture,Chairs,COD,2022-07-16,Hannah Hendricks,Ohio,Cleveland,Hannah,Hendricks
B-25645,8383,937,4,Furniture,Sofas,UPI,2024-05-05,Brett Mullins,Florida,Orlando,Brett,Mullins
B-25757,7560,821,4,Office Supplies,Paper,EMI,2021-10-04,Ms. Kim Jordan,Illinois,Chicago,Ms.,Kim Jordan
B-26716,1314,490,16,Furniture,Sofas,UPI,2021-11-20,Marcus Santiago,New York,Buffalo,Marcus,Santiago
B-26716,4390,179,1,Furniture,Tables,Debit Card,2021-11-20,Marcus Santiago,New York,Buffalo,Marcus,Santiago
B-26716,1150,58,7,Office Supplies,Binders,Debit Card,2021-11-20,Marcus Santiago,New York,Buffalo,Marcus,Santiago
B-25424,1574,258,17,Office Supplies,Pens,EMI,2020-09-15,Jill Perez,California,San Diego,Jill,Perez
B-25424,5635,318,17,Office Supplies,Binders,UPI,2020-09-15,Jill Perez,California,San Diego,Jill,Perez
B-25424,6515,961,11,Furniture,Sofas,Debit Card,2020-09-15,Jill Perez,California,San Diego,Jill,Perez
B-26453,1231,214,20,Electronics,Laptops,Debit Card,2023-01-17,Courtney Williams,Ohio,Columbus,Courtney,Williams
B-26453,1231,214,20,Electronics,Laptops,Debit Card,2020-06-16,Jordan Hahn,New York,Rochester,Jordan,Hahn
B-26425,6891,2529,3,Office Supplies,Binders,Debit Card,2024-05-01,William Cook,Ohio,Cleveland,William,Cook
B-25843,7524,2308,15,Electronics,Laptops,EMI,2023-12-07,Stephanie Hayes,Texas,Austin,Stephanie,Hayes
B-25843,6864,1824,14,Electronics,Printers,Credit Card,2023-12-07,Stephanie Hayes,Texas,Austin,Stephanie,Hayes
B-25486,4215,432,14,Furniture,Chairs,Debit Card,2024-02-02,Melissa Wise,Ohio,Columbus,Melissa,Wise
B-26975,622,218,19,Furniture,Bookcases,Credit Card,2024-06-23,Elizabeth Gonzalez,California,San Diego,Elizabeth,Gonzalez
B-26975,1755,495,18,Office Supplies,Pens,UPI,2024-06-23,Elizabeth Gonzalez,California,San Diego,Elizabeth,Gonzalez
B-26975,8020,3898,20,Electronics,Electronic Games,EMI,2024-06-23,Elizabeth Gonzalez,California,San Diego,Elizabeth,Gonzalez
B-26890,7333,1576,4,Electronics,Laptops,Credit Card,2024-06-07,Mr. Eric Lopez,New York,Buffalo,Mr.,Eric Lopez
B-26125,7690,1134,4,Electronics,Electronic Games,COD,2023-10-13,Benjamin Higgins,New York,Rochester,Benjamin,Higgins
B-26125,912,246,2,Furniture,Sofas,EMI,2023-10-13,Benjamin Higgins,New York,Rochester,Benjamin,Higgins
B-26489,2791,894,14,Electronics,Laptops,COD,2022-10-08,Brett Sutton,Texas,Austin,Brett,Sutton
B-26489,2791,894,14,Electronics,Laptops,COD,2023-10-27,Anna Blackburn,Ohio,Cincinnati,Anna,Blackburn
B-26489,2791,894,14,Electronics,Laptops,COD,2021-02-09,Michelle Bailey,Texas,Dallas,Michelle,Bailey
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2022-10-08,Brett Sutton,Texas,Austin,Brett,Sutton
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,Anna,Blackburn
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2021-02-09,Michelle Bailey,Texas,Dallas,Michelle,Bailey
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2022-10-08,Brett Sutton,Texas,Austin,Brett,Sutton
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,Anna,Blackburn
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2021-02-09,Michelle Bailey,Texas,Dallas,Michelle,Bailey
B-26489,3297,102,12,Electronics,Phones,Credit Card,2022-10-08,Brett Sutton,Texas,Austin,Brett,Sutton
B-26489,3297,102,12,Electronics,Phones,Credit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,Anna,Blackburn
B-26489,3297,102,12,Electronics,Phones,Credit Card,2021-02-09,Michelle Bailey,Texas,Dallas,Michelle,Bailey
B-26043,8769,1989,20,Office Supplies,Paper,UPI,2020-11-03,Sara Peterson,Illinois,Chicago,Sara,Peterson
B-26557,9057,1888,19,Electronics,Printers,COD,2022-05-30,Katherine Williams,Florida,Orlando,Katherine,Williams
B-26557,6864,3275,11,Furniture,Tables,Credit Card,2022-05-30,Katherine Williams,Florida,Orlando,Katherine,Williams
B-26557,9200,809,13,Electronics,Laptops,COD,2022-05-30,Katherine Williams,Florida,Orlando,Katherine,Williams
B-25243,6113,2508,6,Electronics,Laptops,UPI,2024-06-16,Cory Evans,Florida,Orlando,Cory,Evans
B-25243,7733,2784,15,Furniture,Tables,EMI,2024-06-16,Cory Evans,Florida,Orlando,Cory,Evans
B-25243,8524,154,14,Furniture,Tables,COD,2024-06-16,Cory Evans,Florida,Orlando,Cory,Evans
B-25243,6187,2344,15,Furniture,Bookcases,EMI,2024-06-16,Cory Evans,Florida,Orlando,Cory,Evans
B-26932,4364,148,18,Furniture,Tables,EMI,2022-07-15,Michael Rodriguez,Ohio,Cincinnati,Michael,Rodriguez
B-26932,736,286,12,Office Supplies,Pens,EMI,2022-07-15,Michael Rodriguez,Ohio,Cincinnati,Michael,Rodriguez
B-25241,9905,633,17,Office Supplies,Pens,EMI,2021-07-18,John Munoz,Texas,Dallas,John,Munoz
B-25241,9905,633,17,Office Supplies,Pens,EMI,2021-10-02,David Clark,Florida,Tampa,David,Clark
B-25044,2493,1221,9,Office Supplies,Paper,Credit Card,2024-04-16,April Welch,Illinois,Springfield,April,Welch
B-25044,9849,963,1,Office Supplies,Pens,Credit Card,2024-04-16,April Welch,Illinois,Springfield,April,Welch
B-26137,3423,804,4,Electronics,Printers,Credit Card,2020-07-09,Alan Livingston,Illinois,Peoria,Alan,Livingston
B-26137,3423,804,4,Electronics,Printers,Credit Card,2020-07-25,Angela Jackson,Texas,Dallas,Angela,Jackson
B-26137,3423,804,4,Electronics,Printers,Credit Card,2024-01-24,Amy Williams,Texas,Austin,Amy,Williams
B-26137,3423,804,4,Electronics,Printers,Credit Card,2020-05-04,Laura Jordan,Texas,Dallas,Laura,Jordan
B-26137,3423,804,4,Electronics,Printers,Credit Card,2021-11-13,Richard Maynard,Ohio,Cincinnati,Richard,Maynard
B-25545,3900,115,9,Furniture,Chairs,COD,2023-10-07,Lawrence Oliver,Illinois,Springfield,Lawrence,Oliver
B-26800,8568,2419,11,Electronics,Electronic Games,UPI,2021-10-23,Anthony Williams,New York,Rochester,Anthony,Williams
B-26800,3283,71,6,Office Supplies,Pens,EMI,2021-10-23,Anthony Williams,New York,Rochester,Anthony,Williams
B-26987,7643,3720,19,Electronics,Electronic Games,EMI,2022-07-18,Lynn Matthews,Texas,Dallas,Lynn,Matthews
B-26144,3461,1537,15,Furniture,Sofas,EMI,2024-08-23,Andrew Griffin,Illinois,Chicago,Andrew,Griffin
B-26144,5714,1438,6,Electronics,Electronic Games,Credit Card,2024-08-23,Andrew Griffin,Illinois,Chicago,Andrew,Griffin
B-26144,3853,1457,10,Office Supplies,Binders,COD,2024-08-23,Andrew Griffin,Illinois,Chicago,Andrew,Griffin
B-25406,6016,431,20,Office Supplies,Pens,UPI,2020-10-28,Megan Williams,Illinois,Chicago,Megan,Williams
B-25658,1290,204,12,Office Supplies,Markers,UPI,2024-06-15,Alison Martin,New York,Buffalo,Alison,Martin
B-25658,1290,204,12,Office Supplies,Markers,UPI,2024-12-19,Samuel Wallace,California,San Francisco,Samuel,Wallace
B-25733,4569,1693,10,Electronics,Printers,UPI,2020-09-04,Manuel Stark,Illinois,Springfield,Manuel,Stark
B-26993,3083,1151,16,Furniture,Bookcases,Debit Card,2022-04-16,William Villarreal,Florida,Orlando,William,Villarreal
B-26964,3522,898,15,Office Supplies,Pens,Credit Card,2024-08-29,Brandon Kirk,Ohio,Cleveland,Brandon,Kirk
B-26964,3522,898,15,Office Supplies,Pens,Credit Card,2022-01-14,Abigail Brown,California,Los Angeles,Abigail,Brown
B-26955,7301,3602,3,Office Supplies,Binders,Debit Card,2024-04-07,Kristine Carter,Texas,Houston,Kristine,Carter
B-26059,4462,121,8,Electronics,Laptops,COD,2022-04-24,Wesley Deleon,Illinois,Springfield,Wesley,Deleon
B-26059,6212,1881,17,Electronics,Phones,COD,2022-04-24,Wesley Deleon,Illinois,Springfield,Wesley,Deleon
B-26806,4027,1386,3,Furniture,Bookcases,EMI,2020-08-27,Laura Cole,Florida,Tampa,Laura,Cole
B-26299,1676,330,14,Electronics,Laptops,EMI,2023-03-01,Lauren Harris,Ohio,Cleveland,Lauren,Harris
B-26299,3927,1133,12,Furniture,Bookcases,COD,2023-03-01,Lauren Harris,Ohio,Cleveland,Lauren,Harris
B-26299,2776,887,9,Electronics,Phones,Debit Card,2023-03-01,Lauren Harris,Ohio,Cleveland,Lauren,Harris
B-26743,7684,1157,12,Furniture,Sofas,COD,2020-10-02,Cameron Miller,Illinois,Chicago,Cameron,Miller
B-26743,7684,1157,12,Furniture,Sofas,COD,2020-06-23,Jacob Carpenter,New York,Buffalo,Jacob,Carpenter
B-26743,7684,1157,12,Furniture,Sofas,COD,2023-08-21,Pamela Callahan DVM,Ohio,Columbus,Pamela,Callahan DVM
B-26757,6008,2498,17,Electronics,Phones,Credit Card,2022-07-16,William Ruiz,Florida,Miami,William,Ruiz
B-26772,7344,2598,20,Furniture,Bookcases,COD,2022-08-01,Paula Marshall,Texas,Dallas,Paula,Marshall
B-26088,6932,3218,20,Office Supplies,Pens,COD,2020-07-16,Natalie Cox,Florida,Orlando,Natalie,Cox
B-26319,7748,1706,16,Electronics,Electronic Games,EMI,2020-05-02,Andrew Fernandez,Ohio,Cincinnati,Andrew,Fernandez
B-26319,6381,2763,20,Office Supplies,Markers,UPI,2020-05-02,Andrew Fernandez,Ohio,Cincinnati,Andrew,Fernandez
B-26319,992,64,6,Electronics,Phones,Credit Card,2020-05-02,Andrew Fernandez,Ohio,Cincinnati,Andrew,Fernandez
B-25364,8649,2631,13,Electronics,Laptops,EMI,2024-01-10,Alisha Saunders,California,San Francisco,Alisha,Saunders
B-25364,8649,2631,13,Electronics,Laptops,EMI,2020-09-30,Travis Chandler DDS,New York,Rochester,Travis,Chandler DDS
B-25655,4099,52,18,Electronics,Laptops,UPI,2022-03-28,Russell Austin,New York,New York City,Russell,Austin
B-26864,2539,324,5,Electronics,Electronic Games,UPI,2021-01-30,Collin Cameron,California,San Francisco,Collin,Cameron
B-26019,9845,3062,9,Office Supplies,Paper,COD,2025-03-14,Elizabeth Hernandez,Florida,Orlando,Elizabeth,Hernandez
B-25849,2901,1411,2,Office Supplies,Paper,Debit Card,2021-10-26,William Russell,Texas,Austin,William,Russell
B-25849,2901,1411,2,Office Supplies,Paper,Debit Card,2023-01-11,Sheri Berg,California,Los Angeles,Sheri,Berg
B-25849,6934,1152,6,Office Supplies,Pens,Credit Card,2021-10-26,William Russell,Texas,Austin,William,Russell
B-25849,6934,1152,6,Office Supplies,Pens,Credit Card,2023-01-11,Sheri Berg,California,Los Angeles,Sheri,Berg
B-25829,9640,2606,2,Furniture,Bookcases,Credit Card,2021-10-31,Anthony Barnett,Illinois,Peoria,Anthony,Barnett
B-26065,7930,1981,13,Furniture,Chairs,Credit Card,2023-05-04,Kaitlyn Flores,Ohio,Cleveland,Kaitlyn,Flores
B-26065,7930,1981,13,Furniture,Chairs,Credit Card,2024-08-09,Rebecca Owen,Illinois,Springfield,Rebecca,Owen
B-25267,9894,829,1,Office Supplies,Binders,COD,2022-08-21,Michael Bell,California,San Diego,Michael,Bell
B-25267,4534,2235,4,Furniture,Tables,COD,2022-08-21,Michael Bell,California,San Diego,Michael,Bell
B-25972,4911,186,20,Electronics,Phones,Debit Card,2022-06-19,Willie Huynh,New York,Buffalo,Willie,Huynh
B-25972,531,189,20,Furniture,Bookcases,Debit Card,2022-06-19,Willie Huynh,New York,Buffalo,Willie,Huynh
B-25511,9707,3483,10,Electronics,Electronic Games,EMI,2025-01-29,Samuel Hayes,Illinois,Peoria,Samuel,Hayes
B-25511,8521,2584,7,Office Supplies,Paper,COD,2025-01-29,Samuel Hayes,Illinois,Peoria,Samuel,Hayes
B-25744,8438,3427,12,Office Supplies,Binders,Credit Card,2022-01-14,Sherry Tran,New York,Buffalo,Sherry,Tran
B-25744,1689,109,9,Electronics,Electronic Games,UPI,2022-01-14,Sherry Tran,New York,Buffalo,Sherry,Tran
B-25744,3936,1626,14,Office Supplies,Paper,COD,2022-01-14,Sherry Tran,New York,Buffalo,Sherry,Tran
B-26805,7664,1753,19,Electronics,Phones,Debit Card,2023-06-15,Heather Gray,Ohio,Cincinnati,Heather,Gray
B-25620,721,258,13,Electronics,Laptops,Debit Card,2023-10-18,Benjamin Meadows,Illinois,Peoria,Benjamin,Meadows
B-25620,721,258,13,Electronics,Laptops,Debit Card,2022-06-13,Micheal Graham,New York,Buffalo,Micheal,Graham
B-25620,8364,3055,17,Electronics,Laptops,Credit Card,2023-10-18,Benjamin Meadows,Illinois,Peoria,Benjamin,Meadows
B-25620,8364,3055,17,Electronics,Laptops,Credit Card,2022-06-13,Micheal Graham,New York,Buffalo,Micheal,Graham
B-25620,5234,2021,15,Furniture,Bookcases,EMI,2023-10-18,Benjamin Meadows,Illinois,Peoria,Benjamin,Meadows
B-25620,5234,2021,15,Furniture,Bookcases,EMI,2022-06-13,Micheal Graham,New York,Buffalo,Micheal,Graham
B-25325,3944,1559,18,Electronics,Phones,Credit Card,2024-06-12,Jean Jackson,California,San Francisco,Jean,Jackson
B-25325,6711,1045,12,Office Supplies,Pens,Credit Card,2024-06-12,Jean Jackson,California,San Francisco,Jean,Jackson
B-25325,5031,714,4,Furniture,Tables,Credit Card,2024-06-12,Jean Jackson,California,San Francisco,Jean,Jackson
B-25325,6295,2469,14,Office Supplies,Binders,EMI,2024-06-12,Jean Jackson,California,San Francisco,Jean,Jackson
B-25131,9654,4111,1,Office Supplies,Paper,UPI,2022-06-27,Timothy Murphy,California,San Francisco,Timothy,Murphy
B-25131,3112,1065,20,Office Supplies,Binders,COD,2022-06-27,Timothy Murphy,California,San Francisco,Timothy,Murphy
B-26654,7838,1142,13,Electronics,Phones,UPI,2021-02-18,Mrs. Jennifer Lewis,California,San Francisco,Mrs.,Jennifer Lewis
B-26654,9300,3146,6,Electronics,Phones,Credit Card,2021-02-18,Mrs. Jennifer Lewis,California,San Francisco,Mrs.,Jennifer Lewis
B-26654,1733,133,17,Office Supplies,Paper,Debit Card,2021-02-18,Mrs. Jennifer Lewis,California,San Francisco,Mrs.,Jennifer Lewis
B-26195,874,235,15,Office Supplies,Binders,Debit Card,2023-05-29,Bryan Brown,New York,Rochester,Bryan,Brown
B-26195,874,235,15,Office Supplies,Binders,Debit Card,2021-06-04,Christopher Johnson,Florida,Miami,Christopher,Johnson
